,account length,international plan,voice mail plan,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl charge,logged intl calls,log service calls,area code_408,area code_415,area code_510,state,churn
0,-1.2830188679245282,0,1,-0.1111111111111111,0.7314099959366112,0.37037037037037035,-0.2732656514382403,0.4074074074074074,0.07443365695792892,0.7525773195876287,-0.9128148897488533,-1.7095112913514543,0.0,1.0,0.0,-0.44825078275949115,False
1,0.5094339622641509,1,0,0.07407407407407407,0.8606257618854127,-0.7777777777777778,0.3392554991539761,-0.14814814814814814,0.7313915857605175,1.0,0.32579773609781326,1.0,0.0,0.0,1.0,-0.525617283561218,True
2,0.1509433962264151,0,0,0.07407407407407407,0.8208045509955304,0.9629629629629629,0.3003384094754651,0.14814814814814814,0.7216828478964401,0.08247422680412377,0.6012557970577493,-1.7095112913514543,0.0,1.0,0.0,2.151550045954009,False
3,-0.39622641509433965,0,0,-1.037037037037037,-0.45428687525396183,0.037037037037037035,-0.5304568527918782,0.25925925925925924,0.6019417475728152,-0.5257731958762883,1.2386126258466674,0.0,0.0,0.0,1.0,0.14072428289743338,False
4,-0.7735849056603774,0,0,0.0,0.13571718813490466,1.1851851851851851,-1.2461928934010151,0.5555555555555556,0.27508090614886715,-0.8041237113402058,0.0,-1.7095112913514543,0.0,0.0,1.0,-0.4976191245090355,False
5,-1.1886792452830188,1,1,0.8148148148148148,-0.41690369768386826,-0.9629629629629629,0.12267343485617621,-0.37037037037037035,-1.275080906148867,-0.30927835051546365,0.0,0.0,1.0,0.0,0.0,-0.24699531574411515,False
6,0.6037735849056604,0,0,-0.4444444444444444,-0.806176351076798,0.8518518518518519,0.72673434856176,0.7407407407407407,-0.08737864077669887,0.11340206185567041,0.0,0.0,0.0,0.0,1.0,0.22150704497170184,False
7,0.5094339622641509,0,0,0.2962962962962963,0.5566842746850875,0.8518518518518519,-0.2038917089678508,0.48148148148148145,-0.423948220064725,0.3917525773195879,-0.3987442029422507,1.0,0.0,0.0,1.0,-0.45456615645763176,False
8,0.3018867924528302,0,1,0.2962962962962963,0.5680617635107682,0.6296296296296297,-0.7402707275803723,-0.7407407407407407,-0.3300970873786406,-0.3608247422680408,0.6012557970577493,1.0,0.0,0.0,1.0,-0.042068793417927526,False
9,-0.22641509433962265,0,1,1.4814814814814814,-1.375863470134092,0.0,-0.7081218274111676,0.8518518518518519,1.5631067961165046,0.7010309278350516,-0.3987442029422507,1.0,1.0,0.0,0.0,0.5218357089124186,False
10,-0.5849056603773585,0,1,-1.3703703703703705,0.20723283218204017,-0.4074074074074074,-0.1565143824027074,1.0740740740740742,-0.7087378640776698,0.8041237113402063,-0.9128148897488533,1.0,0.0,1.0,0.0,-1.6395732049113285,False
11,2.056603773584906,0,0,0.8888888888888888,1.0394148720032506,0.3333333333333333,0.40355329949238605,-1.1481481481481481,0.23624595469255671,-0.4948453608247422,0.32579773609781326,1.7095112913514543,0.0,0.0,1.0,1.5164585337176135,True
12,-0.2830188679245283,1,0,-1.0,0.49898415278342145,0.5925925925925926,-0.20558375634517764,-0.07407407407407407,-0.7961165048543687,-1.8659793814432983,0.8398684229044159,1.0,0.0,0.0,1.0,1.609144088565359,False
13,-0.1509433962264151,0,0,-0.5925925925925926,0.23648923201950459,0.14814814814814814,0.9602368866328258,0.18518518518518517,-0.6245954692556632,0.1443298969072166,0.0,0.0,0.0,1.0,0.0,-0.3552334870316602,False
14,-0.3584905660377358,1,0,0.18518518518518517,0.6566436407964241,0.7037037037037037,0.12944162436548232,0.48148148148148145,0.822006472491909,0.44329896907216504,-0.3987442029422507,-1.7095112913514543,0.0,0.0,1.0,-0.020522905131669242,False
15,0.8113207547169812,0,0,0.48148148148148145,-0.9638358390898009,-1.5555555555555556,-0.48138747884940786,-0.2222222222222222,-0.5113268608414239,-0.30927835051546365,-0.9128148897488533,0.0,0.0,0.0,1.0,-1.0664441587346953,False
16,-0.5283018867924528,0,0,-0.4444444444444444,0.22998780983340092,1.037037037037037,-0.6319796954314719,0.6666666666666666,0.9838187702265367,-0.9690721649484532,-0.3987442029422507,-1.7095112913514543,0.0,1.0,0.0,0.7589360294302843,False
17,0.0,0,0,-0.18518518518518517,0.1657862657456318,0.0,-0.022842639593908892,-0.9629629629629629,1.0226537216828477,2.1958762886597936,-0.3987442029422507,0.0,0.0,1.0,0.0,-0.6116364592777949,False
18,0.2830188679245283,0,0,0.18518518518518517,0.9020723283218205,0.2962962962962963,-0.6252115059221659,-0.9629629629629629,0.4110032362459545,-0.8659793814432987,1.0503396751378777,-1.7095112913514543,0.0,1.0,0.0,-0.7881318023695403,False
19,0.5283018867924528,0,1,0.37037037037037035,1.177570093457944,-0.07407407407407407,-0.07360406091370536,-0.3333333333333333,0.6245954692556632,-0.08247422680412331,-0.3987442029422507,0.0,0.0,1.0,0.0,0.7642357009308421,False
20,-0.3018867924528302,0,0,-0.6296296296296297,-1.2970337261275904,-0.5555555555555556,0.8367174280879864,0.3333333333333333,-1.5016181229773458,-0.39175257731958746,0.0,0.0,1.0,0.0,0.0,-0.5320505354546868,False
21,-0.6792452830188679,0,0,0.9629629629629629,0.5485574969524584,-0.037037037037037035,1.4492385786802033,-1.2962962962962963,-0.6893203883495144,-0.1649484536082471,0.32579773609781326,0.0,1.0,0.0,0.0,0.9020164744664781,False
22,2.0377358490566038,0,0,-1.2222222222222223,2.0260056887444127,0.4444444444444444,-0.3764805414551607,0.07407407407407407,-0.29126213592233013,0.11340206185567041,0.6012557970577493,1.0,0.0,0.0,1.0,0.09126845342668738,True
23,0.6037735849056604,0,0,-0.5555555555555556,0.5875660300690779,-0.9259259259259259,-0.5338409475465312,-0.1111111111111111,0.0970873786407769,0.2474226804123713,0.0,-1.7095112913514543,1.0,0.0,0.0,-0.08957529616318691,False
24,-0.9245283018867925,0,0,0.25925925925925924,-1.7691995123933357,0.1111111111111111,0.3984771573604062,0.6666666666666666,0.37540453074433655,0.030927835051546643,0.0,1.0,0.0,0.0,1.0,-0.2563774138856528,False
25,-0.2830188679245283,0,1,-0.1111111111111111,-0.48760666395774077,0.037037037037037035,-0.8993231810490693,1.7777777777777777,-0.5307443365695791,0.16494845360824753,-0.3987442029422507,0.0,0.0,1.0,0.0,-0.45456615645763176,False
26,-0.7169811320754716,0,0,-1.2592592592592593,1.3969930922389278,0.25925925925925924,-0.6032148900169204,-0.9629629629629629,-1.8025889967637536,-2.865979381443298,-2.8759694546355843,0.0,0.0,1.0,0.0,-0.15688405964898042,False
27,-1.1132075471698113,0,0,-0.1111111111111111,0.3177570093457947,0.1111111111111111,-0.7013536379018611,-0.2962962962962963,-1.2847896440129445,-0.3608247422680408,-0.3987442029422507,1.7095112913514543,1.0,0.0,0.0,-1.0664441587346953,False
28,-1.6037735849056605,1,0,-0.7407407407407407,-0.5314912637139374,-0.9259259259259259,-1.1311336717428089,-0.4444444444444444,1.7734627831715208,-0.6082474226804121,-0.3987442029422507,1.0,0.0,0.0,1.0,0.09116267353793239,False
29,-0.6226415094339622,0,1,0.6296296296296297,0.08695652173913046,-0.9259259259259259,1.2106598984771575,0.48148148148148145,-0.546925566343042,0.7216494845360825,-0.3987442029422507,1.0,0.0,0.0,1.0,0.20145786508833552,False
30,-0.09433962264150944,0,0,-0.7777777777777778,-1.5262088581877284,0.2962962962962963,-0.16835871404399338,0.07407407407407407,0.26537216828478966,-0.39175257731958746,0.32579773609781326,-1.7095112913514543,0.0,1.0,0.0,0.5822276990238648,False
31,-0.8867924528301887,0,0,0.6296296296296297,0.6728971962616823,0.8148148148148148,-1.00253807106599,0.8888888888888888,0.36893203883495157,-0.05154639175257713,-0.9128148897488533,3.9693622959161172,1.0,0.0,0.0,1.8934509195228286,True
32,-0.4528301886792453,1,0,0.37037037037037035,0.9248273059731819,-1.4074074074074074,0.054991539763113245,0.8518518518518519,0.0970873786407769,0.8041237113402063,0.32579773609781326,-1.7095112913514543,0.0,0.0,1.0,1.0891370733855403,True
33,-0.32075471698113206,0,0,0.0,0.7102803738317759,-0.6296296296296297,0.11252115059221643,0.2222222222222222,0.2265372168284787,0.5876288659793816,-0.9128148897488533,1.7095112913514543,0.0,1.0,0.0,0.7591918513758438,False
34,0.3018867924528302,0,0,1.037037037037037,-1.2482730597318161,1.3333333333333333,-0.31218274111675137,-0.2222222222222222,-0.12621359223300987,1.0309278350515463,-0.3987442029422507,1.0,0.0,0.0,1.0,0.1539125102780632,False
35,-1.0188679245283019,0,0,-0.7037037037037037,-0.559122308004876,0.4444444444444444,0.3037225042301187,-0.8518518518518519,-0.41747572815533973,0.9175257731958762,0.6012557970577493,0.0,1.0,0.0,0.0,0.5218357089124186,False
